Line#,Date,Final,"Scaled Voltage (S-FS-TRMSA 21329018:20536129-1),VAC,GC-15kW","Scaled Current (S-FS-TRMSA 21329018:20536129-2),A,GC-15kW","Scaled Series (RAW-C-20 21329018:21433559-1),l/m,GC-15kW,Flow Meter","Temperature (S-TMB 21329018:20466913-1),°C,GC-15kW,Temp in 1","Temperature (S-TMB 21329018:20466914-1),°C,GC-15kW,Temp in 2","Temperature (S-TMB 21329018:20466915-1),°C,GC-15kW,Temp out 1","Temperature (S-TMB 21329018:20590610-1),°C,GC-15kW,Temp out 2"
1243,11/26/25 17:24:00 -0500,11/26/25 17:24:00,246.357,64.965,43.46,23.3,23.26,28.1,27.95
1244,11/26/25 17:26:00 -0500,11/26/25 17:26:00,240.411,64.979,47.425,23.3,23.26,28.12,27.97
1245,11/26/25 17:28:00 -0500,11/26/25 17:28:00,240.281,64.975,44.212,23.3,23.28,28.1,27.95
1246,11/26/25 17:30:00 -0500,11/26/25 17:30:00,240.216,64.979,48.704,23.3,23.26,28.05,27.9
1247,11/26/25 17:32:00 -0500,11/26/25 17:32:00,247.436,64.965,48.275,23.28,23.26,28.02,27.87
1248,11/26/25 17:34:00 -0500,11/26/25 17:34:00,240.324,64.97,46.995,23.3,23.26,28.05,27.9
1249,11/26/25 17:36:00 -0500,11/26/25 17:36:00,240.303,64.965,45.706,23.3,23.28,28.1,27.95
1250,11/26/25 17:38:00 -0500,11/26/25 17:38:00,240.346,64.965,43.851,23.3,23.28,28.12,27.97
1251,11/26/25 17:40:00 -0500,11/26/25 17:40:00,240.238,64.97,44.524,23.33,23.28,28.12,27.97
1252,11/26/25 17:42:00 -0500,11/26/25 17:42:00,247.631,64.965,43.87,23.33,23.28,28.1,27.95
1253,11/26/25 17:44:00 -0500,11/26/25 17:44:00,244.846,64.965,45.794,23.33,23.28,28.05,27.92
1254,11/26/25 17:46:00 -0500,11/26/25 17:46:00,240.324,64.965,46.898,23.3,23.28,28.05,27.9
1255,11/26/25 17:48:00 -0500,11/26/25 17:48:00,240.303,64.975,47.825,23.33,23.28,28.07,27.92
1256,11/26/25 17:50:00 -0500,11/26/25 17:50:00,240.313,64.965,46.878,23.33,23.28,28.12,27.97
1257,11/26/25 17:52:00 -0500,11/26/25 17:52:00,247.329,64.961,46.888,23.33,23.3,28.15,28
1258,11/26/25 17:54:00 -0500,11/26/25 17:54:00,246.325,64.97,46.868,23.33,23.3,28.12,27.97
1259,11/26/25 17:56:00 -0500,11/26/25 17:56:00,240.324,64.975,45.12,23.33,23.3,28.1,27.95
1260,11/26/25 17:58:00 -0500,11/26/25 17:58:00,240.313,64.975,43.177,23.33,23.3,28.05,27.9
1261,11/26/25 18:00:00 -0500,11/26/25 18:00:00,240.335,64.961,43.265,23.33,23.28,28.07,27.92
1262,11/26/25 18:02:00 -0500,11/26/25 18:02:00,247.08,64.961,42.981,23.33,23.3,28.07,27.92
1263,11/26/25 18:04:00 -0500,11/26/25 18:04:00,246.562,64.965,46.741,23.35,23.3,28.12,28
1264,11/26/25 18:06:00 -0500,11/26/25 18:06:00,240.346,64.965,47.483,23.35,23.3,28.15,28
1265,11/26/25 18:08:00 -0500,11/26/25 18:08:00,240.238,64.97,48.235,23.35,23.3,28.12,28
1266,11/26/25 18:10:00 -0500,11/26/25 18:10:00,240.26,64.975,46.077,23.35,23.3,28.1,27.95
1267,11/26/25 18:12:00 -0500,11/26/25 18:12:00,247.35,64.956,45.872,23.38,23.33,28.1,27.95
1268,11/26/25 18:14:00 -0500,11/26/25 18:14:00,247.026,64.961,44.075,23.33,23.3,28.05,27.9
1269,11/26/25 18:16:00 -0500,11/26/25 18:16:00,240.281,64.965,44.388,23.33,23.3,28.12,27.95
1270,11/26/25 18:18:00 -0500,11/26/25 18:18:00,240.292,64.965,46.38,23.35,23.3,28.12,28
1271,11/26/25 18:20:00 -0500,11/26/25 18:20:00,240.281,64.951,43.978,23.35,23.33,28.17,28.02
1272,11/26/25 18:22:00 -0500,11/26/25 18:22:00,240.227,64.97,45.101,23.35,23.33,28.15,28
1273,11/26/25 18:24:00 -0500,11/26/25 18:24:00,240.206,64.961,47.874,23.35,23.3,28.07,27.92
1274,11/26/25 18:26:00 -0500,11/26/25 18:26:00,240.281,64.975,47.357,23.35,23.3,28.05,27.9
1275,11/26/25 18:28:00 -0500,11/26/25 18:28:00,240.281,64.97,46.683,23.35,23.3,28.07,27.92
1276,11/26/25 18:30:00 -0500,11/26/25 18:30:00,240.238,64.961,48.655,23.35,23.3,28.12,27.97
1277,11/26/25 18:32:00 -0500,11/26/25 18:32:00,248.559,64.961,46.146,23.35,23.33,28.15,28.02
1278,11/26/25 18:34:00 -0500,11/26/25 18:34:00,245.548,64.961,44.856,23.38,23.33,28.17,28.02
1279,11/26/25 18:36:00 -0500,11/26/25 18:36:00,240.292,64.975,44.485,23.35,23.33,28.12,27.97
1280,11/26/25 18:38:00 -0500,11/26/25 18:38:00,240.303,64.965,47.366,23.35,23.33,28.1,27.95
1281,11/26/25 18:40:00 -0500,11/26/25 18:40:00,240.313,64.975,45.257,23.35,23.3,28.07,27.92
1282,11/26/25 18:42:00 -0500,11/26/25 18:42:00,246.303,64.947,45.638,23.35,23.33,28.1,27.95
1283,11/26/25 18:44:00 -0500,11/26/25 18:44:00,246.303,64.961,44.437,23.35,23.33,28.12,27.97
1284,11/26/25 18:46:00 -0500,11/26/25 18:46:00,240.346,64.965,43.05,23.38,23.33,28.17,28.05
1285,11/26/25 18:48:00 -0500,11/26/25 18:48:00,240.335,64.956,45.403,23.38,23.33,28.17,28.02
1286,11/26/25 18:50:00 -0500,11/26/25 18:50:00,240.313,64.97,46.81,23.38,23.33,28.15,28
1287,11/26/25 18:52:00 -0500,11/26/25 18:52:00,246.778,64.951,45.804,23.35,23.33,28.1,27.95
1288,11/26/25 18:54:00 -0500,11/26/25 18:54:00,247.188,64.961,48.616,23.35,23.33,28.07,27.95
1289,11/26/25 18:56:00 -0500,11/26/25 18:56:00,240.292,64.961,45.94,23.35,23.33,28.12,27.97
1290,11/26/25 18:58:00 -0500,11/26/25 18:58:00,240.324,64.947,45.687,23.38,23.33,28.15,28.02
1291,11/26/25 19:00:00 -0500,11/26/25 19:00:00,240.292,64.961,46.038,23.38,23.35,28.2,28.05
1292,11/26/25 19:02:00 -0500,11/26/25 19:02:00,245.742,65.181,43.987,23.38,23.35,28.15,28
1293,11/26/25 19:04:00 -0500,11/26/25 19:04:00,247.123,64.97,47.288,23.38,23.35,28.12,28
1294,11/26/25 19:06:00 -0500,11/26/25 19:06:00,240.324,64.956,43.694,23.38,23.33,28.1,27.95
1295,11/26/25 19:08:00 -0500,11/26/25 19:08:00,240.324,64.961,42.786,23.38,23.33,28.1,27.97
1296,11/26/25 19:10:00 -0500,11/26/25 19:10:00,240.324,64.97,44.397,23.38,23.35,28.15,28
1297,11/26/25 19:12:00 -0500,11/26/25 19:12:00,247.447,64.937,45.931,23.4,23.35,28.17,28.02
1298,11/26/25 19:14:00 -0500,11/26/25 19:14:00,240.357,64.951,49.105,23.4,23.35,28.2,28.05
1299,11/26/25 19:16:00 -0500,11/26/25 19:16:00,240.357,64.961,48.079,23.4,23.35,28.17,28.02
1300,11/26/25 19:18:00 -0500,11/26/25 19:18:00,240.313,64.961,48.567,23.38,23.35,28.12,27.97
1301,11/26/25 19:20:00 -0500,11/26/25 19:20:00,240.303,64.965,47.542,23.38,23.35,28.12,27.95
1302,11/26/25 19:22:00 -0500,11/26/25 19:22:00,245.71,64.942,45.647,23.38,23.35,28.12,27.97
1303,11/26/25 19:24:00 -0500,11/26/25 19:24:00,245.947,64.961,44.329,23.4,23.35,28.15,28
1304,11/26/25 19:26:00 -0500,11/26/25 19:26:00,240.357,64.956,43.792,23.4,23.35,28.2,28.05
1305,11/26/25 19:28:00 -0500,11/26/25 19:28:00,240.303,64.965,43.304,23.4,23.38,28.2,28.05
1306,11/26/25 19:30:00 -0500,11/26/25 19:30:00,240.313,64.956,45.403,23.4,23.38,28.17,28.02
1307,11/26/25 19:32:00 -0500,11/26/25 19:32:00,245.613,65.862,44.798,23.4,23.35,28.15,28
1308,11/26/25 19:34:00 -0500,11/26/25 19:34:00,247.221,64.961,46.214,23.4,23.35,28.12,27.95
1309,11/26/25 19:36:00 -0500,11/26/25 19:36:00,240.335,64.951,47.278,23.4,23.35,28.12,28
1310,11/26/25 19:38:00 -0500,11/26/25 19:38:00,240.313,64.961,48.909,23.4,23.38,28.17,28.02
1311,11/26/25 19:40:00 -0500,11/26/25 19:40:00,240.335,64.961,47.142,23.42,23.38,28.22,28.07
1312,11/26/25 19:42:00 -0500,11/26/25 19:42:00,250.383,64.923,43.479,23.42,23.38,28.2,28.05
1313,11/26/25 19:44:00 -0500,11/26/25 19:44:00,246.929,64.961,47.659,23.42,23.38,28.17,28.02
1314,11/26/25 19:46:00 -0500,11/26/25 19:46:00,240.313,64.956,43.411,23.4,23.38,28.12,27.97
1315,11/26/25 19:48:00 -0500,11/26/25 19:48:00,240.335,64.961,46.253,23.4,23.35,28.12,27.95
1316,11/26/25 19:50:00 -0500,11/26/25 19:50:00,240.346,64.956,46.614,23.4,23.35,28.15,28
1317,11/26/25 19:52:00 -0500,11/26/25 19:52:00,247.404,64.937,45.325,23.4,23.38,28.17,28.02
1318,11/26/25 19:54:00 -0500,11/26/25 19:54:00,240.313,64.947,43.929,23.42,23.38,28.22,28.05
1319,11/26/25 19:56:00 -0500,11/26/25 19:56:00,240.367,64.951,45.804,23.42,23.4,28.2,28.05
1320,11/26/25 19:58:00 -0500,11/26/25 19:58:00,240.335,64.951,48.714,23.42,23.38,28.17,28.02
1321,11/26/25 20:00:00 -0500,11/26/25 20:00:00,240.313,64.961,48.294,23.42,23.38,28.15,28
1322,11/26/25 20:02:00 -0500,11/26/25 20:02:00,247.329,64.942,45.53,23.42,23.38,28.12,27.97
1323,11/26/25 20:04:00 -0500,11/26/25 20:04:00,246.908,64.961,48.099,23.42,23.38,28.17,28.02
1324,11/26/25 20:06:00 -0500,11/26/25 20:06:00,240.357,64.947,46.653,23.42,23.4,28.22,28.07
1325,11/26/25 20:08:00 -0500,11/26/25 20:08:00,240.324,64.947,45.433,23.42,23.38,28.22,28.07
1326,11/26/25 20:10:00 -0500,11/26/25 20:10:00,240.346,64.961,43.362,23.45,23.4,28.2,28.05
1327,11/26/25 20:12:00 -0500,11/26/25 20:12:00,247.749,64.942,46.409,23.42,23.38,28.17,28
1328,11/26/25 20:14:00 -0500,11/26/25 20:14:00,244.404,64.951,45.521,23.42,23.38,28.12,27.97
1329,11/26/25 20:16:00 -0500,11/26/25 20:16:00,240.281,64.947,44.388,23.42,23.38,28.15,28
1330,11/26/25 20:18:00 -0500,11/26/25 20:18:00,240.357,64.937,45.462,23.42,23.4,28.2,28.05
1331,11/26/25 20:20:00 -0500,11/26/25 20:20:00,240.432,64.947,46.331,23.45,23.4,28.22,28.07
1332,11/26/25 20:22:00 -0500,11/26/25 20:22:00,247.49,65.313,49.417,23.45,23.4,28.25,28.1
1333,11/26/25 20:24:00 -0500,11/26/25 20:24:00,246.185,64.951,45.13,23.45,23.4,28.22,28.05
1334,11/26/25 20:26:00 -0500,11/26/25 20:26:00,240.324,64.937,45.589,23.45,23.4,28.15,28
1335,11/26/25 20:28:00 -0500,11/26/25 20:28:00,240.303,64.947,44.661,23.42,23.4,28.15,28
1336,11/26/25 20:30:00 -0500,11/26/25 20:30:00,240.249,64.937,43.392,23.45,23.4,28.17,28.02
1337,11/26/25 20:32:00 -0500,11/26/25 20:32:00,240.238,64.947,46.985,23.45,23.4,28.2,28.05
1338,11/26/25 20:34:00 -0500,11/26/25 20:34:00,240.249,64.942,46.077,23.45,23.4,28.25,28.1
1339,11/26/25 20:36:00 -0500,11/26/25 20:36:00,245.494,64.942,46.146,23.45,23.42,28.25,28.07
1340,11/26/25 20:38:00 -0500,11/26/25 20:38:00,240.27,64.961,46.214,23.45,23.42,28.2,28.05
1341,11/26/25 20:40:00 -0500,11/26/25 20:40:00,240.292,64.956,46.409,23.45,23.4,28.17,28.02
1342,11/26/25 20:42:00 -0500,11/26/25 20:42:00,240.346,64.942,48.382,23.45,23.4,28.15,28
1343,11/26/25 20:44:00 -0500,11/26/25 20:44:00,240.26,64.951,44.847,23.45,23.4,28.2,28.05
1344,11/26/25 20:46:00 -0500,11/26/25 20:46:00,246.649,64.928,44.915,23.45,23.4,28.25,28.1
1345,11/26/25 20:48:00 -0500,11/26/25 20:48:00,240.367,64.942,41.985,23.45,23.42,28.25,28.1
1346,11/26/25 20:50:00 -0500,11/26/25 20:50:00,240.27,64.947,44.944,23.47,23.42,28.25,28.1
1347,11/26/25 20:52:00 -0500,11/26/25 20:52:00,240.335,64.961,45.521,23.47,23.42,28.2,28.05
1348,11/26/25 20:54:00 -0500,11/26/25 20:54:00,240.324,64.951,46.058,23.47,23.42,28.17,28.02
1349,11/26/25 20:56:00 -0500,11/26/25 20:56:00,245.17,64.928,46.009,23.45,23.42,28.17,28.02
1350,11/26/25 20:58:00 -0500,11/26/25 20:58:00,240.4,64.937,50.452,23.47,23.42,28.2,28.05
1351,11/26/25 21:00:00 -0500,11/26/25 21:00:00,240.281,64.947,47.962,23.47,23.45,28.27,28.1
1352,11/26/25 21:02:00 -0500,11/26/25 21:02:00,240.346,64.947,45.472,23.47,23.45,28.27,28.12
1353,11/26/25 21:04:00 -0500,11/26/25 21:04:00,240.378,64.951,45.247,23.47,23.45,28.25,28.1
1354,11/26/25 21:06:00 -0500,11/26/25 21:06:00,247.782,64.947,45.599,23.47,23.45,28.22,28.07
1355,11/26/25 21:08:00 -0500,11/26/25 21:08:00,240.378,64.947,45.267,23.47,23.42,28.17,28.02
1356,11/26/25 21:10:00 -0500,11/26/25 21:10:00,240.389,64.942,46.36,23.47,23.45,28.2,28.05
1357,11/26/25 21:12:00 -0500,11/26/25 21:12:00,240.389,64.947,47.034,23.47,23.45,28.25,28.1
1358,11/26/25 21:14:00 -0500,11/26/25 21:14:00,240.313,64.947,47.591,23.5,23.45,28.27,28.12
1359,11/26/25 21:16:00 -0500,11/26/25 21:16:00,246.962,64.932,47.357,23.5,23.45,28.3,28.15
1360,11/26/25 21:18:00 -0500,11/26/25 21:18:00,240.26,64.951,46.419,23.5,23.45,28.25,28.1
1361,11/26/25 21:20:00 -0500,11/26/25 21:20:00,240.303,64.951,42.981,23.5,23.45,28.22,28.07
1362,11/26/25 21:22:00 -0500,11/26/25 21:22:00,240.26,64.942,44.856,23.47,23.45,28.17,28.02
1363,11/26/25 21:24:00 -0500,11/26/25 21:24:00,240.292,64.947,45.999,23.5,23.45,28.22,28.07
1364,11/26/25 21:26:00 -0500,11/26/25 21:26:00,246.141,64.928,44.075,23.5,23.45,28.25,28.1
1365,11/26/25 21:28:00 -0500,11/26/25 21:28:00,240.292,64.947,45.13,23.5,23.45,28.27,28.12
1366,11/26/25 21:30:00 -0500,11/26/25 21:30:00,240.281,64.937,48.138,23.5,23.45,28.3,28.15
1367,11/26/25 21:32:00 -0500,11/26/25 21:32:00,240.303,64.942,47.972,23.5,23.45,28.25,28.1
1368,11/26/25 21:34:00 -0500,11/26/25 21:34:00,240.303,64.956,46.976,23.5,23.45,28.22,28.07
1369,11/26/25 21:36:00 -0500,11/26/25 21:36:00,248.149,64.947,44.202,23.47,23.45,28.2,28.05
1370,11/26/25 21:38:00 -0500,11/26/25 21:38:00,240.357,64.937,44.485,23.5,23.45,28.22,28.07
1371,11/26/25 21:40:00 -0500,11/26/25 21:40:00,240.378,64.937,47.747,23.5,23.45,28.27,28.12
1372,11/26/25 21:42:00 -0500,11/26/25 21:42:00,240.313,64.932,43.45,23.5,23.47,28.3,28.17
1373,11/26/25 21:44:00 -0500,11/26/25 21:44:00,240.367,64.951,44.925,23.52,23.47,28.3,28.12
1374,11/26/25 21:46:00 -0500,11/26/25 21:46:00,247.523,64.947,44.583,23.5,23.47,28.25,28.1
1375,11/26/25 21:48:00 -0500,11/26/25 21:48:00,240.389,64.947,48.157,23.5,23.47,28.22,28.07
1376,11/26/25 21:50:00 -0500,11/26/25 21:50:00,240.346,64.947,49.368,23.5,23.45,28.2,28.05
1377,11/26/25 21:52:00 -0500,11/26/25 21:52:00,240.389,64.942,46.8,23.5,23.45,28.22,28.1
1378,11/26/25 21:54:00 -0500,11/26/25 21:54:00,240.303,64.947,46.058,23.5,23.47,28.27,28.12
1379,11/26/25 21:56:00 -0500,11/26/25 21:56:00,245.699,64.918,45.745,23.5,23.47,28.32,28.15
1380,11/26/25 21:58:00 -0500,11/26/25 21:58:00,240.367,64.942,46.429,23.52,23.47,28.3,28.15
1381,11/26/25 22:00:00 -0500,11/26/25 22:00:00,240.346,64.942,45.169,23.5,23.47,28.25,28.1
1382,11/26/25 22:02:00 -0500,11/26/25 22:02:00,240.421,64.947,45.589,23.5,23.47,28.22,28.07
1383,11/26/25 22:04:00 -0500,11/26/25 22:04:00,240.346,64.937,45.521,23.5,23.45,28.22,28.07
1384,11/26/25 22:06:00 -0500,11/26/25 22:06:00,246.53,64.918,46.468,23.5,23.47,28.27,28.12
1385,11/26/25 22:08:00 -0500,11/26/25 22:08:00,240.378,64.937,50.237,23.5,23.47,28.32,28.17
1386,11/26/25 22:10:00 -0500,11/26/25 22:10:00,240.324,64.928,46.331,23.52,23.47,28.32,28.15
1387,11/26/25 22:12:00 -0500,11/26/25 22:12:00,240.27,64.937,45.267,23.52,23.5,28.3,28.12
1388,11/26/25 22:14:00 -0500,11/26/25 22:14:00,240.303,64.947,44.202,23.52,23.5,28.25,28.1
1389,11/26/25 22:16:00 -0500,11/26/25 22:16:00,245.44,64.928,45.413,23.52,23.47,28.22,28.07
1390,11/26/25 22:18:00 -0500,11/26/25 22:18:00,240.292,64.932,43.626,23.52,23.47,28.25,28.1
1391,11/26/25 22:20:00 -0500,11/26/25 22:20:00,240.335,64.923,45.042,23.52,23.5,28.27,28.15
1392,11/26/25 22:22:00 -0500,11/26/25 22:22:00,240.238,64.937,46.653,23.54,23.5,28.32,28.17
1393,11/26/25 22:24:00 -0500,11/26/25 22:24:00,240.281,64.937,46.399,23.54,23.5,28.34,28.2
1394,11/26/25 22:26:00 -0500,11/26/25 22:26:00,245.861,64.928,48.499,23.54,23.5,28.3,28.15
1395,11/26/25 22:28:00 -0500,11/26/25 22:28:00,240.4,64.932,45.335,23.54,23.5,28.27,28.1
1396,11/26/25 22:30:00 -0500,11/26/25 22:30:00,240.216,64.942,44.788,23.52,23.5,28.25,28.1
1397,11/26/25 22:32:00 -0500,11/26/25 22:32:00,240.378,64.932,45.12,23.54,23.5,28.27,28.1
1398,11/26/25 22:34:00 -0500,11/26/25 22:34:00,240.378,64.942,44.241,23.54,23.5,28.32,28.15
1399,11/26/25 22:36:00 -0500,11/26/25 22:36:00,246.055,64.928,43.987,23.54,23.52,28.34,28.17
1400,11/26/25 22:38:00 -0500,11/26/25 22:38:00,240.411,64.937,48.519,23.54,23.52,28.34,28.2
1401,11/26/25 22:40:00 -0500,11/26/25 22:40:00,240.378,64.937,46.614,23.54,23.5,28.3,28.15
1402,11/26/25 22:42:00 -0500,11/26/25 22:42:00,240.357,64.928,47.884,23.54,23.5,28.27,28.1
1403,11/26/25 22:44:00 -0500,11/26/25 22:44:00,240.335,64.937,49.241,23.54,23.5,28.25,28.1
1404,11/26/25 22:46:00 -0500,11/26/25 22:46:00,246.098,64.928,47.894,23.54,23.5,28.3,28.15
1405,11/26/25 22:48:00 -0500,11/26/25 22:48:00,240.389,64.918,48.499,23.54,23.5,28.32,28.17
1406,11/26/25 22:50:00 -0500,11/26/25 22:50:00,240.357,64.937,44.729,23.57,23.52,28.34,28.2
1407,11/26/25 22:52:00 -0500,11/26/25 22:52:00,240.335,64.928,44.983,23.57,23.52,28.34,28.2
1408,11/26/25 22:54:00 -0500,11/26/25 22:54:00,240.303,64.937,45.247,23.54,23.52,28.3,28.15
1409,11/26/25 22:56:00 -0500,11/26/25 22:56:00,247.469,64.928,46.224,23.54,23.52,28.27,28.1
1410,11/26/25 22:58:00 -0500,11/26/25 22:58:00,240.303,64.937,49.886,23.54,23.52,28.27,28.12
1411,11/26/25 23:00:00 -0500,11/26/25 23:00:00,240.292,64.928,43.899,23.54,23.52,28.32,28.15
1412,11/26/25 23:02:00 -0500,11/26/25 23:02:00,240.292,64.928,44.593,23.57,23.52,28.34,28.2
1413,11/26/25 23:04:00 -0500,11/26/25 23:04:00,240.389,64.942,47.952,23.57,23.54,28.37,28.22
1414,11/26/25 23:06:00 -0500,11/26/25 23:06:00,246.195,64.947,44.046,23.57,23.54,28.34,28.17
1415,11/26/25 23:08:00 -0500,11/26/25 23:08:00,240.324,64.937,43.851,23.57,23.54,28.3,28.15
1416,11/26/25 23:10:00 -0500,11/26/25 23:10:00,240.389,64.932,44.778,23.57,23.52,28.27,28.12
1417,11/26/25 23:12:00 -0500,11/26/25 23:12:00,240.4,64.932,43.05,23.54,23.52,28.3,28.15
1418,11/26/25 23:14:00 -0500,11/26/25 23:14:00,240.4,64.923,44.856,23.57,23.52,28.34,28.2
1419,11/26/25 23:16:00 -0500,11/26/25 23:16:00,246.055,64.918,45.784,23.57,23.54,28.37,28.22
1420,11/26/25 23:18:00 -0500,11/26/25 23:18:00,240.303,64.932,46.019,23.59,23.54,28.37,28.22
1421,11/26/25 23:20:00 -0500,11/26/25 23:20:00,240.378,64.932,47.22,23.59,23.54,28.34,28.2
1422,11/26/25 23:22:00 -0500,11/26/25 23:22:00,240.4,64.937,45.335,23.57,23.54,28.3,28.15
1423,11/26/25 23:24:00 -0500,11/26/25 23:24:00,240.378,64.928,44.856,23.57,23.54,28.3,28.15
1424,11/26/25 23:26:00 -0500,11/26/25 23:26:00,246.271,64.909,44.046,23.57,23.54,28.32,28.17
1425,11/26/25 23:28:00 -0500,11/26/25 23:28:00,240.411,64.937,42.083,23.59,23.54,28.34,28.2
1426,11/26/25 23:30:00 -0500,11/26/25 23:30:00,240.335,64.937,44.388,23.59,23.54,28.39,28.25
1427,11/26/25 23:32:00 -0500,11/26/25 23:32:00,240.313,64.923,47.562,23.59,23.54,28.37,28.22
1428,11/26/25 23:34:00 -0500,11/26/25 23:34:00,240.335,64.923,48.646,23.59,23.54,28.32,28.17
1429,11/26/25 23:36:00 -0500,11/26/25 23:36:00,247.113,64.932,48.294,23.59,23.54,28.3,28.15
1430,11/26/25 23:38:00 -0500,11/26/25 23:38:00,240.313,64.923,46.009,23.57,23.54,28.3,28.15
1431,11/26/25 23:40:00 -0500,11/26/25 23:40:00,240.367,64.914,43.851,23.59,23.54,28.32,28.17
1432,11/26/25 23:42:00 -0500,11/26/25 23:42:00,240.378,64.937,44.163,23.59,23.54,28.37,28.22
1433,11/26/25 23:44:00 -0500,11/26/25 23:44:00,240.303,64.918,43.255,23.59,23.57,28.39,28.22
1434,11/26/25 23:46:00 -0500,11/26/25 23:46:00,246.012,64.928,44.827,23.59,23.57,28.37,28.22
1435,11/26/25 23:48:00 -0500,11/26/25 23:48:00,240.324,64.932,48.099,23.59,23.57,28.34,28.2
1436,11/26/25 23:50:00 -0500,11/26/25 23:50:00,240.378,64.914,48.089,23.59,23.54,28.32,28.17
1437,11/26/25 23:52:00 -0500,11/26/25 23:52:00,240.346,64.909,46.878,23.57,23.54,28.3,28.15
1438,11/26/25 23:54:00 -0500,11/26/25 23:54:00,240.324,64.914,44.651,23.59,23.54,28.34,28.2
1439,11/26/25 23:56:00 -0500,11/26/25 23:56:00,246.778,64.904,43.792,23.59,23.57,28.39,28.25
1440,11/26/25 23:58:00 -0500,11/26/25 23:58:00,240.389,64.928,45.188,23.59,23.57,28.39,28.25
1441,11/27/25 00:00:00 -0500,11/27/25 00:00:00,240.281,64.923,45.12,23.59,23.57,28.37,28.22
1442,11/27/25 00:02:00 -0500,11/27/25 00:02:00,240.357,64.928,45.657,23.59,23.57,28.34,28.17
1443,11/27/25 00:04:00 -0500,11/27/25 00:04:00,240.292,64.923,48.724,23.59,23.54,28.3,28.15
1444,11/27/25 00:06:00 -0500,11/27/25 00:06:00,246.843,64.914,47.532,23.59,23.54,28.32,28.17
1445,11/27/25 00:08:00 -0500,11/27/25 00:08:00,240.357,64.914,46.868,23.59,23.54,28.34,28.2
1446,11/27/25 00:10:00 -0500,11/27/25 00:10:00,240.346,64.923,46.907,23.62,23.57,28.39,28.25
1447,11/27/25 00:12:00 -0500,11/27/25 00:12:00,240.281,64.914,46.595,23.62,23.57,28.39,28.25
1448,11/27/25 00:14:00 -0500,11/27/25 00:14:00,240.238,64.928,44.866,23.62,23.59,28.37,28.22
1449,11/27/25 00:16:00 -0500,11/27/25 00:16:00,247.016,64.9,45.989,23.62,23.57,28.32,28.17
1450,11/27/25 00:18:00 -0500,11/27/25 00:18:00,240.335,64.928,44.925,23.59,23.57,28.3,28.15
1451,11/27/25 00:20:00 -0500,11/27/25 00:20:00,240.335,64.932,46.351,23.62,23.57,28.34,28.2
1452,11/27/25 00:22:00 -0500,11/27/25 00:22:00,240.4,64.923,48.47,23.62,23.57,28.37,28.22
1453,11/27/25 00:24:00 -0500,11/27/25 00:24:00,240.357,64.923,47.366,23.62,23.57,28.42,28.27
1454,11/27/25 00:26:00 -0500,11/27/25 00:26:00,245.397,64.923,46.019,23.62,23.57,28.39,28.25
1455,11/27/25 00:28:00 -0500,11/27/25 00:28:00,240.454,64.928,45.706,23.62,23.57,28.37,28.22
1456,11/27/25 00:30:00 -0500,11/27/25 00:30:00,240.389,64.909,43.499,23.62,23.57,28.34,28.2
1457,11/27/25 00:32:00 -0500,11/27/25 00:32:00,240.378,64.918,42.864,23.62,23.57,28.32,28.17
1458,11/27/25 00:34:00 -0500,11/27/25 00:34:00,240.454,64.909,44.056,23.62,23.57,28.34,28.2
1459,11/27/25 00:36:00 -0500,11/27/25 00:36:00,246.713,64.909,45.052,23.62,23.57,28.39,28.25
1460,11/27/25 00:38:00 -0500,11/27/25 00:38:00,240.4,64.909,46.546,23.64,23.59,28.42,28.27
1461,11/27/25 00:40:00 -0500,11/27/25 00:40:00,240.4,64.914,45.062,23.64,23.59,28.42,28.25
1462,11/27/25 00:42:00 -0500,11/27/25 00:42:00,240.4,64.923,48.509,23.64,23.59,28.37,28.2
1463,11/27/25 00:44:00 -0500,11/27/25 00:44:00,240.4,64.918,47.884,23.62,23.59,28.34,28.2
1464,11/27/25 00:46:00 -0500,11/27/25 00:46:00,246.152,64.886,42.708,23.62,23.59,28.34,28.2
1465,11/27/25 00:48:00 -0500,11/27/25 00:48:00,240.4,64.909,43.675,23.64,23.59,28.37,28.22
1466,11/27/25 00:50:00 -0500,11/27/25 00:50:00,240.357,64.9,42.317,23.62,23.59,28.39,28.25
1467,11/27/25 00:52:00 -0500,11/27/25 00:52:00,240.346,64.9,43.753,23.64,23.59,28.42,28.27
1468,11/27/25 00:54:00 -0500,11/27/25 00:54:00,240.357,64.914,44.749,23.64,23.59,28.39,28.25
1469,11/27/25 00:56:00 -0500,11/27/25 00:56:00,246.778,64.89,43.177,23.64,23.59,28.37,28.22
1470,11/27/25 00:58:00 -0500,11/27/25 00:58:00,240.346,64.914,47.425,23.64,23.59,28.34,28.2
1471,11/27/25 01:00:00 -0500,11/27/25 01:00:00,240.335,64.9,47.972,23.64,23.59,28.37,28.22
1472,11/27/25 01:02:00 -0500,11/27/25 01:02:00,240.335,64.89,48.636,23.64,23.62,28.39,28.25
1473,11/27/25 01:04:00 -0500,11/27/25 01:04:00,240.367,64.904,47.278,23.64,23.59,28.44,28.3
1474,11/27/25 01:06:00 -0500,11/27/25 01:06:00,246.066,64.909,46.087,23.64,23.62,28.44,28.3
1475,11/27/25 01:08:00 -0500,11/27/25 01:08:00,240.324,64.904,45.462,23.64,23.62,28.42,28.25
