Line#,Date,Final,"Scaled Voltage (S-FS-TRMSA 21329018:20536129-1),VAC,GC-15kW","Scaled Current (S-FS-TRMSA 21329018:20536129-2),A,GC-15kW","Scaled Series (RAW-C-20 21329018:21433559-1),l/m,GC-15kW,Flow Meter","Temperature (S-TMB 21329018:20466913-1),°C,GC-15kW,Temp in 1","Temperature (S-TMB 21329018:20466914-1),°C,GC-15kW,Temp in 2","Temperature (S-TMB 21329018:20466915-1),°C,GC-15kW,Temp out 1","Temperature (S-TMB 21329018:20590610-1),°C,GC-15kW,Temp out 2"
1708,11/27/25 08:54:00 -0500,11/27/25 08:54:00,240.421,64.881,48.499,23.95,23.91,28.67,28.52
1709,11/27/25 08:56:00 -0500,11/27/25 08:56:00,240.443,64.871,48.616,23.93,23.91,28.72,28.57
1710,11/27/25 08:58:00 -0500,11/27/25 08:58:00,240.367,64.867,44.466,23.98,23.93,28.74,28.59
1711,11/27/25 09:00:00 -0500,11/27/25 09:00:00,240.389,64.871,45.335,23.98,23.93,28.77,28.62
1712,11/27/25 09:02:00 -0500,11/27/25 09:02:00,246.562,64.867,44.583,23.98,23.93,28.74,28.59
1713,11/27/25 09:04:00 -0500,11/27/25 09:04:00,240.357,64.876,42.376,23.95,23.93,28.72,28.54
1714,11/27/25 09:06:00 -0500,11/27/25 09:06:00,240.324,64.89,44.71,23.98,23.93,28.67,28.52
1715,11/27/25 09:08:00 -0500,11/27/25 09:08:00,240.335,64.862,44.788,23.95,23.91,28.69,28.54
1716,11/27/25 09:10:00 -0500,11/27/25 09:10:00,240.292,64.871,48.108,23.95,23.93,28.72,28.57
1717,11/27/25 09:12:00 -0500,11/27/25 09:12:00,246.908,64.857,47.571,23.98,23.93,28.74,28.59
1718,11/27/25 09:14:00 -0500,11/27/25 09:14:00,240.367,64.871,46.243,23.98,23.95,28.77,28.62
1719,11/27/25 09:16:00 -0500,11/27/25 09:16:00,240.335,64.867,45.374,23.98,23.93,28.74,28.59
1720,11/27/25 09:18:00 -0500,11/27/25 09:18:00,240.432,64.853,46.253,23.98,23.93,28.69,28.54
1721,11/27/25 09:20:00 -0500,11/27/25 09:20:00,240.389,64.871,45.188,23.98,23.93,28.69,28.54
1722,11/27/25 09:22:00 -0500,11/27/25 09:22:00,247.102,64.857,43.509,23.98,23.93,28.69,28.54
1723,11/27/25 09:24:00 -0500,11/27/25 09:24:00,240.411,64.867,45.53,23.95,23.93,28.74,28.59
1724,11/27/25 09:26:00 -0500,11/27/25 09:26:00,240.357,64.862,49.642,23.98,23.93,28.77,28.62
1725,11/27/25 09:28:00 -0500,11/27/25 09:28:00,240.389,64.862,47.952,23.98,23.95,28.74,28.59
1726,11/27/25 09:30:00 -0500,11/27/25 09:30:00,240.346,64.881,42.513,24,23.95,28.74,28.59
1727,11/27/25 09:32:00 -0500,11/27/25 09:32:00,247.037,64.853,45.364,23.98,23.95,28.72,28.57
1728,11/27/25 09:34:00 -0500,11/27/25 09:34:00,246.573,64.848,44.192,23.98,23.93,28.69,28.54
1729,11/27/25 09:36:00 -0500,11/27/25 09:36:00,240.411,64.862,44.397,23.98,23.93,28.72,28.57
1730,11/27/25 09:38:00 -0500,11/27/25 09:38:00,240.324,64.853,44.563,23.98,23.93,28.74,28.59
1731,11/27/25 09:40:00 -0500,11/27/25 09:40:00,240.313,64.862,44.856,23.98,23.95,28.77,28.62
1732,11/27/25 09:42:00 -0500,11/27/25 09:42:00,240.313,64.857,46.058,24,23.95,28.77,28.62
1733,11/27/25 09:44:00 -0500,11/27/25 09:44:00,244.576,64.857,46.204,24,23.95,28.74,28.59
1734,11/27/25 09:46:00 -0500,11/27/25 09:46:00,240.335,64.857,47.816,23.98,23.95,28.72,28.54
1735,11/27/25 09:48:00 -0500,11/27/25 09:48:00,240.389,64.862,45.667,23.98,23.95,28.72,28.54
1736,11/27/25 09:50:00 -0500,11/27/25 09:50:00,240.432,64.857,44.192,23.98,23.95,28.74,28.59
1737,11/27/25 09:52:00 -0500,11/27/25 09:52:00,240.4,64.862,44.114,24,23.95,28.77,28.62
1738,11/27/25 09:54:00 -0500,11/27/25 09:54:00,247.577,64.867,45.56,24,23.95,28.79,28.64
1739,11/27/25 09:56:00 -0500,11/27/25 09:56:00,240.411,64.862,45.022,24,23.98,28.79,28.64
1740,11/27/25 09:58:00 -0500,11/27/25 09:58:00,240.378,64.867,47.816,24,23.98,28.74,28.59
1741,11/27/25 10:00:00 -0500,11/27/25 10:00:00,240.411,64.862,48.939,24,23.95,28.72,28.57
1742,11/27/25 10:02:00 -0500,11/27/25 10:02:00,240.367,64.853,48.636,24,23.95,28.72,28.59
1743,11/27/25 10:04:00 -0500,11/27/25 10:04:00,246.077,64.848,46.81,23.98,23.95,28.74,28.59
1744,11/27/25 10:06:00 -0500,11/27/25 10:06:00,240.357,64.857,43.645,24,23.98,28.79,28.64
1745,11/27/25 10:08:00 -0500,11/27/25 10:08:00,240.367,64.857,44.046,24,23.95,28.82,28.64
1746,11/27/25 10:10:00 -0500,11/27/25 10:10:00,240.335,64.871,44.778,24.03,23.98,28.79,28.64
1747,11/27/25 10:12:00 -0500,11/27/25 10:12:00,240.346,64.886,44.651,24.03,23.98,28.77,28.59
1748,11/27/25 10:14:00 -0500,11/27/25 10:14:00,244.62,64.867,45.53,24,23.98,28.74,28.59
1749,11/27/25 10:16:00 -0500,11/27/25 10:16:00,240.346,64.867,46.341,24,23.98,28.74,28.59
1750,11/27/25 10:18:00 -0500,11/27/25 10:18:00,240.303,64.857,48.519,24,23.95,28.79,28.62
1751,11/27/25 10:20:00 -0500,11/27/25 10:20:00,240.346,64.857,46.38,24.03,23.98,28.79,28.64
1752,11/27/25 10:22:00 -0500,11/27/25 10:22:00,240.421,64.853,46.575,24.03,23.98,28.79,28.64
1753,11/27/25 10:24:00 -0500,11/27/25 10:24:00,244.425,64.862,43.841,24.03,23.98,28.79,28.64
1754,11/27/25 10:26:00 -0500,11/27/25 10:26:00,240.324,64.867,46.253,24.03,23.98,28.77,28.62
1755,11/27/25 10:28:00 -0500,11/27/25 10:28:00,240.313,64.867,45.179,24.03,23.98,28.74,28.59
1756,11/27/25 10:30:00 -0500,11/27/25 10:30:00,240.4,64.862,45.921,24.03,23.98,28.77,28.62
1757,11/27/25 10:32:00 -0500,11/27/25 10:32:00,240.367,64.853,46.136,24.03,23.98,28.79,28.64
1758,11/27/25 10:34:00 -0500,11/27/25 10:34:00,244.566,64.853,45.071,24.03,23.98,28.82,28.67
1759,11/27/25 10:36:00 -0500,11/27/25 10:36:00,240.4,64.853,46.8,24.03,24,28.82,28.67
1760,11/27/25 10:38:00 -0500,11/27/25 10:38:00,240.281,64.857,47.728,24.03,23.98,28.79,28.64
1761,11/27/25 10:40:00 -0500,11/27/25 10:40:00,240.389,64.862,47.571,24.03,24,28.77,28.62
1762,11/27/25 10:42:00 -0500,11/27/25 10:42:00,240.367,64.857,47.444,24.03,24,28.77,28.62
1763,11/27/25 10:44:00 -0500,11/27/25 10:44:00,247.08,64.848,46.751,24.03,23.98,28.77,28.62
1764,11/27/25 10:46:00 -0500,11/27/25 10:46:00,240.346,64.843,43.108,24.03,24,28.82,28.67
1765,11/27/25 10:48:00 -0500,11/27/25 10:48:00,240.324,64.857,42.093,24.05,24,28.84,28.69
1766,11/27/25 10:50:00 -0500,11/27/25 10:50:00,240.292,64.857,42.571,24.05,24,28.84,28.69
1767,11/27/25 10:52:00 -0500,11/27/25 10:52:00,240.346,64.857,44.329,24.05,24,28.82,28.67
1768,11/27/25 10:54:00 -0500,11/27/25 10:54:00,246.854,64.857,42.64,24.03,23.98,28.77,28.62
1769,11/27/25 10:56:00 -0500,11/27/25 10:56:00,240.367,64.853,46.126,24.03,24,28.77,28.62
1770,11/27/25 10:58:00 -0500,11/27/25 10:58:00,240.27,64.862,45.833,24.03,23.98,28.79,28.64
1771,11/27/25 11:00:00 -0500,11/27/25 11:00:00,240.4,64.834,44.642,24.03,24,28.82,28.69
1772,11/27/25 11:02:00 -0500,11/27/25 11:02:00,240.303,64.848,48.118,24.05,24,28.84,28.69
1773,11/27/25 11:04:00 -0500,11/27/25 11:04:00,240.292,64.862,45.657,24.05,24,28.82,28.69
1774,11/27/25 11:06:00 -0500,11/27/25 11:06:00,240.335,65.012,45.433,24.05,24,28.79,28.64
1775,11/27/25 11:08:00 -0500,11/27/25 11:08:00,245.451,64.839,44.192,24.03,24,28.77,28.62
1776,11/27/25 11:10:00 -0500,11/27/25 11:10:00,240.335,64.853,45.804,24.05,24,28.77,28.62
1777,11/27/25 11:12:00 -0500,11/27/25 11:12:00,240.346,64.848,42.903,24.03,24,28.82,28.67
1778,11/27/25 11:14:00 -0500,11/27/25 11:14:00,240.27,64.843,43.782,24.05,24,28.82,28.67
1779,11/27/25 11:16:00 -0500,11/27/25 11:16:00,240.335,64.853,43.177,24.07,24.03,28.84,28.72
1780,11/27/25 11:18:00 -0500,11/27/25 11:18:00,246.249,64.839,42.845,24.05,24,28.82,28.64
1781,11/27/25 11:20:00 -0500,11/27/25 11:20:00,240.303,64.853,48.489,24.05,24,28.77,28.62
1782,11/27/25 11:22:00 -0500,11/27/25 11:22:00,240.313,64.843,47.396,24.05,24,28.74,28.57
1783,11/27/25 11:24:00 -0500,11/27/25 11:24:00,240.238,64.857,49.632,24.03,24,28.74,28.57
1784,11/27/25 11:26:00 -0500,11/27/25 11:26:00,243.843,64.839,46.78,24.05,24.03,28.79,28.62
1785,11/27/25 11:28:00 -0500,11/27/25 11:28:00,242.548,64.834,46.937,24.05,24.03,28.82,28.64
1786,11/27/25 11:30:00 -0500,11/27/25 11:30:00,240.346,64.853,46.067,24.05,24.03,28.82,28.64
1787,11/27/25 11:32:00 -0500,11/27/25 11:32:00,240.238,64.834,41.429,24.07,24.03,28.79,28.59
1788,11/27/25 11:34:00 -0500,11/27/25 11:34:00,240.249,64.848,42.581,24.07,24.03,28.77,28.59
1789,11/27/25 11:36:00 -0500,11/27/25 11:36:00,243.044,64.848,42.845,24.05,24.03,28.74,28.59
1790,11/27/25 11:38:00 -0500,11/27/25 11:38:00,243.659,64.829,43.772,24.05,24,28.77,28.59
1791,11/27/25 11:40:00 -0500,11/27/25 11:40:00,244.911,64.829,4.191,23.98,23.93,27.26,27.09
1792,11/27/25 11:42:00 -0500,11/27/25 11:42:00,244.879,64.829,10.959,25.33,25.26,27.75,27.55
1793,11/27/25 11:44:00 -0500,11/27/25 11:44:00,245.051,64.829,6.291,25.21,25.19,27.65,27.51
